Title,Author,Date,Stars(out_of_10),Review,Sentiment_Score,Polarity
Excited and then let down,ungroy,2 January 2015,3,i was anticipating a really good action movie with denzel washington but was disappointed the movie took its time getting started i liked that it developed the characters but it took too long to get there the language was over the top too many f this and f that if you are offended by the word then do not watch this movie the action scenes were engaging but were stuck between matrixbourne identity and a stephen segal wannabe i like denzels movies but this one could be his worst if you have watched the original tv series then you will get it in the last seconds of the movie do not waste you time on this one unless you completely board and have finished that novel you have been planing to write,0.7539,1
Terrible way to end a series,xtopheles-1,5 September 2023,1,i expected more from the character instead the made him like serial killer there is not intelligence here of if you want yo see how people die in gruesome way i can always watch final destination i cant believe a oscar winner accepted this hollow plot the most unemotional ending wtf i stayed waiting if theres was more even the audience seem puzzle i understand the point of the end but the character was unlikable i was not to sure of was wors the beginning doesnt explain why is happening gore gore i was loving this series especially character i dont think rhey cared for the plot everything is old and predictable,-0.7258,0
"Another example of 'better left alone""",alanpuzey,24 September 2018,2,take a decades old successful english tv series the equalizer mix it up with an equally old film series death wish bring it up to the modern day and rack up the violence use tons of the chase and fight scenes youve seen in numerous other movies of this ilk and voilà you have the equalizer denzel washington is a fine actor why does he do trash like this the sound editing and musical effects gained this movie an extra star,0.2023,1
entertaing but flawed,joel-280,2 September 2023,5,this is mostly an acceptable entertainment with denzel as icing on the cake his superman omniscent omnipotent calm character is just a little too perfect but what the h similarly the bad guys are more caricatures than they needed to be in other words did it have to be so very unbelievable however i could and did swallow all that until the excruciating superunbelievable extralong climax in the warehouse not only were the details preposterous but the very idea that the supersmart russian villain would deliberately and unnecessarily join in a showdown on the heros home turf was just too much for me again did it have to be so completely unbelievable,-0.3237,0
Weird cringey flick,Tinmancr,6 September 2020,5,feels like a bad crime thriller meets worse super hero full of odd cringe moments also poorly cast no spoilers some of denz worst work,-0.8074,0
Jhon Wick alike,vinicius_vitor,29 July 2018,5,russian mafia explosions and denzel washington no very creative,0.2484,1
"Denzel does ""The Stare"" and ""The Silly""",daddysarm,18 April 2024,5,main problem with the equalizer is it is just too long the pace is moody to be polite it seems even longer due to the annoying generic sound track could they not afford real music this soundtrack was neither appropriate nor good in its own way main character is not credible being retired for some period of time never shown working out to maintain his reflexes skills yet he is as good as ever on top of that the story has been done over and over the characters are predictable stereotypes i swear i saw jason statham in this exact story the minute search destroy action scene in the store at the end is so bad it has to be satire part of the minutes is dw handfighting a bad guy for almost minutes which is plenty of time for all the other bad guys to think hey i should probably go over there where all that noise is happening oh brother and i cannot be the only one who thought home alone when he picked up the barbed wire and the deathbydiyskus started btw no way that drill would penetrate fast enough to kill that guy his head would have moved forward a drill needs to be pressed against something stiff immovable,-0.9836,0
How are you all rating this so highly,ewilliams-59009,9 March 2021,3,thought this film was going to end about times and it just went on forever not good,-0.3412,0
misogynistic and boring,aliases-53334,23 November 2019,2,this film was made by men for men and it has really gotten tiring a man good guy going on revenge spree against russian mafia pimps he is trying to save a girl prostitute and you only see like three women characters throughout the film for a few minutes mostly victims and prostitutes everything else is male violence trying to show who got the bigger balls boring and expected please hollywood stop making such boringass films,-0.5267,0
Absolutely terrible movie,gordem1-51-400035,26 February 2016,2,uncreative amateurish plot with terrible acting like most keanu reeves films ridiculous shootemup action throughout with no redeeming moments i gave up after reeves had slaughtered his victim with little more than a few scratches in return one of willem dafoes poorest performances and typical of keanus highschool acting even one of my favorite actresses bridget moynahan drowned in the murky waters of this garbage film the musical score sounded like it was produced by a bad garagegroup of teenagers the cinematography sucked and it took an uncommon stayingpower and determination to sit through it til the end this flick is a total waste of time and anyone who gives it more than a has been smoking bad weed,-0.9607,0
Pretty forgettable,emilycsimpson,23 November 2022,4,this film reminded me of taken but with a slightly different spin you know one unstoppable guy against innumerable baddies denzel is the former soldier whose heart bleeds for the goodhearted call girl with a dream its just standard modern action hero fodder with the clichés to match some of the scenes were so ridiculous i scoffed out loud plenty of slowmo closeups of denzels face where were meant to feel what hes feeling the film is entertaining enough and denzel is always a quality actor but its a wholly forgettable film and of course the russians are always the bad guys,0.1749,1
formulated!,mm-39,2 April 2022,4,washington take a run at the classic s t v series well washington is no ed woodward but more of a modern day charles bronson washington like bronson plays the man of action with few words role a different robert mc call from the flamboyant woodward a quit spy protagonist there is a few good action sequences and a memorable couple of plans to save a lady from the mob the story is done by the numbers in a watchable way regrettably the side story to create a human side mc call with the helping a trouble youth in a ruff neighborhood is too done it seen it before which drags the story regrettably the equalizer is too formulated which makes for a predictable film stars watch it once,0.6908,1
Is this a comedy?,Fishman101,4 July 2021,3,what a dumb movie its a mixture between john wick and terminator only he kills them with home depot tools it could have potential but the stupidity of some scenes are just laughable i might have enjoyed minutes in the beginning but it just gets so unrealistic its comical whoever made this wasted good acting talent and something that could be worth watching,0.3127,1
Reliable mindless action flick,mickman91-1,6 June 2022,5,for fans of taken john wick the punisher way ott action revenge flick but a simple plot you can easily get on board with and easy to like characters you can quickly get behind as good as mindless action flicks get characters originality immersionescapism acting lengthpacing substance themes emotional effect intellectual engagement,0.9545,1
Pretty Classic,InTilligenter,23 February 2023,5,the idea behind the equalizer is not very original some exagent guy in retirement forced to fight an underground organization which must be of course russian nethertheless this movie is mostly fun to watch the action scenes and mainly the perfomance of denzel wachington are probably the biggest arguments for recommandation though i had an issue with the general plot after seeing many movies of this kind following events wont surprise you and the final confrontation is scripted after the general scheme of action movies the final battle has to take place in the hardware store robert works at and in the end his one fellow from work the security guy has his little moment by running half dead through home art to switch the lights on good job by the way the main antagonist played by marton csokas is being mafiastyle the hole movie after no character is developing throughout the story you can see that teddy is no real threat to our hero there is one scene describing this issue when bob meets his former collegues from secrete whatsoever and asks them for permission to destroy the hole mafia organization by himself he is the perfect man from the beginning to the end and the only time he struggles is towards the end when teddy gets a shot at him obviously this does not make any difference because bob can kill teddy despite the fact he is wounded without any effort in conclusion i wouldnt reallly recommend watching this film if you havent done it yet because there is few innovative content there are better movies like john wick concentrating on one primary aspect like action sequences that i would rather watch the equalizer is a solid actionmovie having no new ideas,-0.8886,0
"Too long, man",leonkosc,23 December 2018,5,so i watched this movie couse becouse of christmas i have some free time and i just wanted to watch good simple action movie to relax my problem with the equalizer is the fact that its over two hours long and thats way too much becouse the plot is very simple hour and a half would be just fine but it feels just way to long action scenes are fine theyre not nearly as good as fight scenes in john wick but theyre fine my problem is that they were too dark and it wasnt always clear whats happening i really liked the actors denzel washington was good but chloe moretz stole every scene she was in she was as great as usually the other thing that was missing for me was some humor but its not a big flow overall its okey if you havent seen john wick or new mission impossible movies or a man from u n c l e i recomend any of those over the equalizer but if you have and you like action movies itll do alright,0.9697,1
All typical topics of thrillers mixed only to justify too much blood,lordon,21 July 2015,3,denzel washington has discovered invisibility he can walk through the city killing all the bad guys but no one ever see him he is so proud of his invisibility that he even rejects taking the guns when he has the opportunity and armed guys in front of him because it is fancier to kill them with his own hands or whatever devices he finds around to make the movie bloodier than needed of course he gives the bad guys the opportunity to repent from their sins but they reject and he feels obliged to kill them typical justification of the capital punishment of so many american movies all this spiced with the so original wuthering past of a guy who does not like what he does but is forced to do it by the reality the corrupt policemen and the dumb friend who finally becomes a hero if not calling the police when several armed guys are trying to kill someone could be considered a heroicity,-0.9885,0
A bit dumb,mekid-33183,15 April 2023,4,typical hollywood movie a man who with super fighting abilities who kills people in a single fight very realistic it reminds me a bit of max payne the noire genre so i give it a as it isnt totally bad but the fighting is stupid no one on the planet can fight like this its like the punisher where the dude destroys guys on his own i know its a movie but i think it is good to keep it realistic as kids watch this and they end up in front their bedroom mirrors pretending they are bruce lee typical hollywood movie a man who with super fighting abilities who kills people in a single fight very realistic it reminds me a bit of max payne the noire genre so i give it a as it isnt totally bad but the fighting is stupid no one on the planet can fight like this its like the punisher where the dude destroys guys on his on i know its a movie but i think it is good to keep it realistic as kids watch this and they end up in front their bedroom mirrors pretending they are bruce lee,-0.9749,0
Dull Deus Ex Punchina,FloodClearwater,27 August 2015,5,we could call the equalizer a thoughtful extreme action flick because of how much quiet time denzel washington explores while on screen carefully arranging small household objects ruminating over coffee and a newspaper et cetera before the buttkicking action starts between denzel and a local vodkafavored mob what is not thoughtful is a noticeable lack of exposition and character fleshing sequences that might explain precisely what the middleage protagonists life story is and how precisely he can map a fight out in his mind in advance just like guy ritchies robert downey jrs sherlock holmes and then autocad his movements so that he can whip up on well lets not spoil it a lot of people i mentally jumped with glee at the chance to follow a strong and quiet denzel through this film once the fisticuffs started cuffing i couldnt help but glory in each of his undeveloped characters triumphs in handtohand combat and in outfoxing the snarling tattooed baddies the film sets him against but a movie has to be more than a storyboard sketch of a bully story with adults drawn in and a sequence of crunchy gushing fight scenes and this is a movie with denzel washington philadelphia glory the hurricane malcom x crimson tide oily studio types leave denzel out of this undernourishing film flam approach in the future leave the deusexpunchina to steven segal and projects striving for general mediocrity we always complain about too much exposition we groan dear god this is duller than george lucas and his damn metichloriants but you know what too little exposition is just as frustrating,-0.9597,0
not thrilling,yaqw,27 January 2022,4,denzels character is totally op so it is not thrilling the antagonists are to weak and they do not act bad they just look like bad guys in short everything denzel does is perfect everything the bad guys do fails absolutly not thrilling,0.7351,1
Shown So Much on Cable Might As Well Have Its Own Channel,bkkaz,30 March 2022,5,okay so the tv series this has almost nothing to do with except for the title and name of the main character is terrific at least for its first two seasons yes it was hokey but the late edward woodward played robert mccall to perfection a very human if flawed man who was a brilliant spy but at least to his understanding not so much father husband and human being his nightmarish past of dirty tricks catches up with him and now firmly in middle age he sees a chance for redemption this movie lacks just about every element of that very important redemption story here robert mccall is essentially a psychopath one small heartbeat above the terminator he kills with the brutal efficiency of a machine lives a life that is robotic his acetic apartment is even like benders in futurama and is the hero less for redemption and more because he cant quite shake off his old violent ways theres stuff in here about the russian mob and some oligarch thats timely with the ukraine thing but theyre all stock types in what is a pretty routine if low budget bloodbath youve seen everything here before but in slightly different form worse you find out almost nothing about mccall of any value except to service the plot the tv show was slick in how it worked in character bits here and there so that the tapestry became as important as the plot of individual episodes it wasnt a character arc in the way serialized shows these days do it but it was pretty close it worked denzel washington is denzel washington like with deniro these days this is an effort where hes basically playing the same guy as in the last movies antoine fuquas direction is like being in a music video that cant quite figure out if its heavy metal or r and b none of this is bad exactly but none of it is truly good either its just adequate with no suspense and only occasional pay off for the violent set ups that punctuate the meandering story the equalizer no more like the averagizer,0.9767,1
Are there Police Advisors to make the movie realistic?,bstepin,15 March 2019,5,in the scene when detective masters david harbour hears the alarm sounding on his car he walks out the door to his bedroom and checks his revolver for bullets this is where an advisor is needed all of the bullets have dimples in the primers indicating that they have all been fired so he is actually taking a useless handgun unless he throws it for protection,-0.8316,0
Denzell Washington Makes A Movie With Antoine Fuqua,boblipton,17 December 2020,4,denzell washington works at a home depot in boston when he isnt doing that he sits in a diner reading books and chatting with the other customers including prostitute chloe grace moretz or helping an overweight security guard try to get in shape so he can become a rescue worker then miss moretz is kidnapped and beat to a pulp and he proceeds to take down the russian mob operation that killed her its a revivalprequel to the tv show from the in which edward woodward would help small people fight back against the big nasties of the world it was a pleasantly fantastic premise and washington as always convinces me that he is that man director antoine fuqua directs with his usual pornographic love of violence its appropriate here although his director of photography mauro fiore chooses an odd color palette that suggests that home depot only uses natural light while the streets of boston are lit by artificial light during the daytime,0.7783,1
Nothing unexpected,hellshan,22 November 2019,5,it was a typical holywood film with standard story line and expected ending danzel washington has saved the film from being total disaster,-0.3182,0
I thought it would be more interesting.,MorpheusOne,15 November 2021,4,stars out of ten from what i had seen in the trailers that i saw the movie looked a lot more interesting than it actually ended up being not that the ocd of the title character made no sense at all but it was out of place in a similar context not that the character having no family made no sense at all it did seemfeel out of place at least because it would have been more interesting to see the character with something of a real life and one that which goes beyond their job at the fake home depot their former career as a member of g i joe two of the dumbest things that i have ever seen in any movie ever are the dirty cops taking from the small business owners then giving the money back now obviously those people should have gotten their money back but this narrativesubplot makes no sense given the context of who those two idiots actually worked for the morbidly massive level of unlikeliness involved in the odds of them returning the money even with the threat of their pig careers in the balance because of a cell phone video how did the fake home depot employee lady get her ring back now we know how she got the ring back the title character got the plate number there you go but there was no explanation one might say that there needs to be no explanation to which i would respondyoure right in a story this terrible why bother the movie really does not begin to take a turn for the worse however until it becomes a predictable stew which is at about the climax of this tedious film when the bad guys take the title characters fellow fake home depot employees hostage and of course they must be saved and of course the title character gets shot and he burns his wounds closed their prices are too high ill shop somewhere else,-0.9941,0
Copied the British TV series that starred Edward Woodward as the Equalizer.,Chris-williams-605-622741,14 December 2019,3,this is copied from the british series of the which was wonderful,0.5719,1
Perfectly Average,truemythmedia,15 June 2019,5,this movie came and went quietly from my personal perspective but for a certain demographic this movie was a smash i work at a video store and i cant count the number of times people ask for it are frustrated we are out of it or ask if the new one which is just now releasing in theaters is out on dvd yet now that the new on is dropping i thought i would see what the fuss is about after all just because it had flown under my radar didnt mean it was bad i would love to say that this movie was outstanding but it wasnt id love to rant about how terrible it was but it wasnt it was just a solidly made movie that doesnt do anything really outstanding its the sort of movie that fills video shelves that gets made because we demand more entertainment and no one can keep up i dont really understand why people were so gaga for it even if you like any part of this movie there are other movies that do that thing better if you like the fight scenes john wick is better if you like the saving of the girl in it you were never really here or taken does that better if you like the russian mob stuff eastern promises is better if you like antoine fuqua or denzel washington training day is better literally the only reasons i can think of to see this movie are if you are a denzel washington completionist or if youll just see anything hes in i know im going to end up seeing the sequel probably because ill need to review it but i dont really know why there is nothing in this film that demands one thought it left room open for one i suppose every aging actor has to try and liam neeson it these days but i dont expect it to be any better than taken,0.9932,1
Super Disturbing,evansnick-96394,8 March 2019,3,i saw this film two years ago my stepfather insisted we watch it i was dubious from the start considering its not my sort of thing and could see it was rated cue about minutes in and an incredibly graphic and disturbing violent scene which i tried hard not to focus on i discreetly took my glasses off there was another one near the end too is also full of swearing my stepfather was laughing really most load of violent rubbish ive ever seen hes on about watching the sequel now theres a film ill be giving a miss especially after reading about the violence in that too i dare say there are others who liked it though the reason ive rated this more than is the fact that i do know denzel washington is a good actor,-0.9255,0
Unsatisfying payback,Mr-Fusion,20 September 2022,5,big fan of denzel and revenge movies and when the two intersect i am allin sign me up baby sadly the equalizer is no man on fire and no ones more deflated by that than me chlöe grace moretz is the underage sex worker who after her pimp viciously sends her to the icu is what sends our protagonist on his vigilante spree moretzs narrative presence is almost strictly bookends and i really think a bigger involvement wouldve helped denzel has plenty to do but the movie lacks tony scotts visceral charge or even the comedic violence of nobody i know that comparing movies isnt helpful but the equalizer is too serious for its own good and i just didnt have any fun seeing this guy lay waste to the russian mob its not bad per se but apart from the novel use of a nail gun theres not much here to remember let alone fondly,-0.8433,0
The Equalizer,phubbs,17 February 2015,5,a movie based on an old late s american tv series but only very thinly it is in fact more of an origins plot showing how the main character becomes a vigilante for hireor the equalizer the actual story we see here and the main character are nothing to do with the original tv show unless this plot is similar to a certain episode i dont know the premise is a very simple one retired black ops government agent mccall washington is friends with a hooker called alina moretz alina is working for the russian mob one night mccall witnesses some of the gang members abuse alina and a few days later she turns up in hospital badly beaten this upsets mccall so he visits the head of the local russian mob and offers to buy her freedom the bad guys basically laugh at mccallso he kills them all thusly a war is started between mccall and the russian mob this movie bears a striking similarity to another glossy revenge thrillerjohn wick very similar in fact there wick goes on the warpath over his dead puppy here mccall goes on the warpath over a rather sleazy looking lady of the night the puppy i can understand because everyone likes puppiesdogs your pet is your best friend part of the family the sleazy prostitute on the other hand im not so sure how do you even know if this girl isnt a druggie if youll ever see her again if shell even be gratefulwho can tell risky gamble if you ask me so i guess mccall sees something special in this rather young prostitute and decides to put his whole life on the line despite the fact he doesnt even know her that well from what we see from this point on its your predictable clichéd stereotypical one man army job with washington killing everyoneeveryone this movie is all about giving the bad guys payback so expect lots of slow motion highly impressive fight choreography that looks slick as fck but you know damn well would probably get you nowhere in a real scuffle washington has obviously been trained in various techniques that weve all seen before errrjohn wick and executes them flawlessly against various stereotypical russian baddies its not all about fisticuffs though there is plenty of gun play naturally some hightech gadgetry and spy stuff and even some good old fashioned ateamesque diy take downs utilising various objects actually the entire finale is set in a large homebase uk only styled warehouse so obviously you know things like drills nail guns wire etcwill be used to snuff the villains out ive always wondered how cool it would be to play war games in a place like that now i know everything looks super stylised and well shot lots of interesting camera angles great lighting with lots of shadow usage moody facial closeups excellent gun porn expensive cars expensive sets etcall the usual stuff as for the bad guys well its business as usual of course these guys are tattooed russians cue lots of ultra short haircuts and facial hair big bald guys bling made to measure outfits and holding your gun in the coolest way possible whilst looking twitchy its the usual stream of henchmen cannon fodder basically the only highlight being the main bad guy flown in to hunt down mccallteddy yep lets give him a silly soft sounding name thats really clever of us because in fact hes a nutcase and very tough this character in my opinion is simply a poor mans agent smith weaving from the matrix he dresses in a suit of course he looks the same same type of hairstyle same type of grimaces and even kinda talks the same to a degree russian accent aside again this movie is engaging but its not particularly good we know mccall is a badass but he does things that seem impossible when he kills the russians at the start he manages to enter and leave their busy club without anyone noticing or hearing the commotion when he sets up two crooked cops where the hell did he manage to get the cctv of them threatening the restaurant owner originally he pops up at locations outta nowhere and vanishes just as easily he takes down an entire money laundering operation way too easily single handed he manages to blow up an entire cargo ship at the docks single handed lastly when he had another crooked cop trapped in his car whilst flooding it with carbon monoxide why didnt the cop just break the glass or stop the window closingits just an electric window yes this is a lean mean kickass machine its very sleek well made and well directed but its just too damn unoriginal how many times have we seen this aside from the fact that john wick did the exact same thing around a month after this came out and a bit better the main issuesits too long and the movie is trying way too hard to be serious and gritty when basically its nonsense mccall manages to eradicate the entire russian crime syndicate in bostonand then he goes to russia and wipes them all out there too the fck if hes that good he could erase more crime syndicates singlehandedly all over you gotta ask yourself why he hasnt been used to do this before or why he hasnt decided to do so himself if he can so easily seriously hes just one retired black ops dude imagine what a whole team could do,-0.9562,0
Makes me miss Edward Woodward,s3276169,10 December 2014,5,edward woodwards the equalizer downplayed the violence that lay at the core of the character violence was a necessary evil but it was presented as something employed with regret and a certain analytic constrained precision its a shame then that whilst this updated film attempts to convey the same sentiment it fails to follow through taking almost boastful glee in the often ugly violence dished out by its main character played by denzel washington to add insult to injury the story line is hackneyed and predictable us arm of the russian mob threatens young girl who they cruelly exploit as a prostitute the result washingtons character rides in to save her along the way our hero uncovers corruption involving people in high places etc etc in summary the original equalizer worked because it was slick and sophisticated with understated violence that made the main character appear even more intimidating by contract this production uses a club where a scalpel would have been more appropriate the only bright spot being washington himself who is as engaging and talented as ever holding this film together in spite of its shortcomings a five out of but only just,-0.976,0
Action flick for a male audience,anita-borkamo,2 February 2022,4,denzel is the superhero in a well produced movie dark and sinister with lots of violence if youre into that as for me there was no emotional involvement and i felt bored no i cannot recommend this movie,-0.9171,0
5 killings in 16 sec.,frater-973-996262,4 March 2019,2,denzel washington calculates in his mind how much time he needs in order to finish gangsters in a room he says seconds but he fails for seconds this is most probably a shame professionals like denzel should be hired in the us special forces their men are too slow weak and inefficient if denzel managed to finish the whole business of some mr pushkin in the east coast alone one wonders what the hell their men do for living,-0.9452,0
Takes suspension of disbelief to the max.,Robosharp,9 February 2021,4,the film starts off promisingly good atmosphere good directing cinematography and acting you could be fooled into thinking a good story is about to unfold wrong dumbass outrageously implausible action flick unfolds denzel walks about killing russian mafia guy after russian mafia guy walks into a room with armed russians takes them out one at a time without a gun nobody shoots him even though he moves like a snail they wait for their turn to die this is all to protect a young implausibly attractive prostitute from their evil clutches btw all the prostitutes in this film look like glamorous actresses on her behalf denzel practically takes down the entire russian mafia all on his won without breaking a sweat without any consequence he can do all this because he was an exmarineintelligence officer which means youre an indestructible killing machine regardless of age or physique which is good because denzel looks like a scrawny they actual made a sequel wouldnt be surprised if the plot revolved around him going back in time and destroying hitlers army before the outbreak of kills them all by himself takes out a whole platoon with his hands sneaks into the chancellery kills hitler all on behalf of a jewish girl he meets whos grand parents were sadly killed during the occupation only watch this for laughs absolute jokesville,-0.8601,0
Decent enough but pathetic last 30 mins,kehoedes,5 August 2021,3,i know what to expect from these films and most of the time i am happy but denzil what are you doing obviously i wont give it away but the last mins is total cliche i wouldnt bother watching this coz it disappoints big time,0.129,1
Somebody dig up Edward Woodward.,Steve-629-729614,11 August 2021,2,not so much terrible as boring i know its not to be compared to the original series but yet it kind of is when its the same title and character washington is a great actor so maybe this is the fault of the writing but he may as well be the terminator in fact schwarzenegger had more humanity as a robot in this robert mccall is just indestructible there is never a moment that you think he may be in peril even craig as james bond demonstrates more vulnerability and hes just all round too saintly im never a fan of when the hero is a widower again too saintly i know the original series is slightly dated now but the use of locations was excellent you coukd feel new york sinking into the gutter woodwards mccall was vulnerable he outwitted the criminals rather than brute force washington may as well be robocop and woodwards family has neen lost due to his past and due to his actions you can feel the guilt of his existence the catalyst for doing good he wall together human trying to come to terms with his oast but knowing a part of him is dead already this equslizer doesnt even have a theme every franchise should have an identity this is just generic im falling asleeeeeep,-0.1785,0
Too long not like the tv show,stephke,23 December 2018,2,i more or less enjoyed the movie as an action movie but it was a bit too long and nothing like the tv show i was hoping more for something similar to the tv show,0.4889,1
Nerd goes berserk,jamaza-56425,17 August 2021,3,the equalizer is a bloody pep talk our retired pedantic hero studiously reads world literature at night and is a daytime dogooder till somebody disturbs his peaceful reading environment so he goes about killing the culprits in a neat orderly fashion i enjoyed the rigorous and clean action but the rest is pretty precarious,0.7615,1
Denzel at his (usual) best.,lreilly2,9 February 2020,None,there was a time when al pacino was my most favorite actorno moredenzel washington is probably the only actor that can make a lousy movie into a classic i have yet to see a movie starring dw where he doesnt turn even the creepiest movie into something worth watching i dont think anyone can compare with his abilities in the acting fieldthus he is my new favorite and one of the two or three who can make any movie worth watching its really not fair to his fellow actors how he takes over the screen with his ability and makes everyone else seem like a hack,0.8572,1
"How many times can you say ""WOW""",honyltd,11 October 2014,None,my memory of the equalizer was a late s television series of an older british actor named edward woodward who specialized in helping people with seemingly unsolvable problems the late richard jordan taken too early round out the cast it was a favored show this equalizer with denzel washington is no retread but a completely different take on a man who if you were the opposition would never want to challenge many times it has been said this is like the good guy version of training day the only legitimate comparison is that gifted director antoine fuqua was the director of each and already had his main stars persona in his head so of denzels skills were on view this movie is not formulaic perhaps some of you never met the russian mafia from the comfort of your jobs but they are every bit the savage seemingly unconcerned with consequences personalities that would affect any human not a sociopath without conscience or sense of morality fuqua uses diametric opposites in order to sharpen this intense as accurate a word as i can muster for this movie which makes no compromises you have denzel washingtons character never fully explained but clearly a former special forces commando i go with nsa over delta force or seals as he shows a calculating nonremorse for the job he has taken on avenging the beating of a russian prostitute who was left for dead and to whom he had a common late night eatery as a bonding point like clark kent by day mccall is an everyday home mart employee wellliked for his hard work and concern for his fellow employees but like bruce wayne when the former commando emerges he takes no prisoners leaves no walking wounded still unlike any other action movie his deeds all seem credible and believable in the end his fellow workers see the real robert mccall at the edge of your seat conclusion the last minutes of what turns out in the end to be an epic movie in scope he literally goes to the head of the snake after an unforgettable duel in the home mart which might as well be the main street in any western always true to his sense of justice good is good bad is trash to be taken out we are treated to a new genre subcategory the super action film an ordinary man capable of extraordinary acts of ten for a cant miss winner i guarantee you will like,0.9422,1
If you pray for rain you have to deal with the mud.,AVeryPrivateGentleman1,24 October 2017,None,the last time i reviewed this before it came out i got a barrage of insults then the post was removed and wasnt i wrong big time humble pie in abundance and i couldnt use mr mccalls coffee shop either i then had to go to my wardrobe and eat all my hats in one go this is an awesome movie and i can see exactly why casting is in the job they do and me im just some tuppence halfpenny mouthpiece trying to write a comment on a superlative piece of celluloid i think its why they call you the united states of america the movie speaks for itself and washington oh my dear lord was superlative it was worth the dvd all day long and more i love the scene with the tea bag in his local coffee shop reading his paperback books it has a lot more quality and class than the edward woodward tv series of the s does he get the black jag with the wide wheel arches in the sequel maybe they could give him a metallic black f type with a few modifications its quite funny because when my antidepressants dont work so well i put this film on and it makes you fell good this is washingtons signature career character every actor searches for one many never find it i prayed for the sun when i commentated last time and had to deal with the heat i am a big clooney fan i seriously love denzil in this but cant help wondering how george would have been in the role but better still he could do a sequel of the american and reprise his role of jack edward clarke the equalizer is definitely in my desert island top must haves ps is there any chance of a homage to the old s theme tune in the sequel movie,0.9735,1
Denzel Kicking Serious Bad-Dude-Ass as a Bad-Ass!,iNickR,6 November 2017,None,i sort of remember the mids tv series the equalizer and i sort of remember watching a few episodes i certainly dont remember the late edward woodward kicking serious baddudeass like denzel washington does as robert mccall first the bad news i know every baddudeasskicker looks good in the neardark lit only by a single xenon sitting high atop a skyjack yards yonder with the pouring rain twinkling all around in the background and rolling off said baddudeasskickers weathered face and squared jaw but was it really necessary here i mean come on it looked like it was done on purposeand not in a good way the scene im talking about could have been shot somewhere else to have the same impact worst shot ever more bad news open memo to hollywood we get it the russians are the bad guys again but please stop for the love of igor stop using nonrussian speaking actors to fill the roles needed especially henchmen and smaller speaking roles we hate it when russians are actually americans pretending to be russian after spending an hour with a dialect coach in their trailer before their scene im looking at youwhoshallnotbenamedbutstarredin indiana jones and the kingdom of the crystal skull ok so i exaggerated that a teeny bit but her accent was terrible in that movie anyway i digress for this movie im talking about the horrible russian spoken by chloë grace moretz she plays an underage russian prostitute with perfect english but horrible russian i guess thats better than a horrible english accent and horrible russian i knew nothing about the plot of the movie and i didnt even know she was a russian prostitute until the bad guys showed up chloë is a great actress and for her limited screen time did wellsave for the parts where she needed to speak russian for the sake of credibility another talented and beautiful female actress from russia could have worked just fine its a small role with limited screen time even chloës name on the onesheet seemed like an afterthought now the good news denzel belovedly referred to as dedushka grandfather by the russians and pops by his coworkers at the local home mart and thats another thing why not make a little sponsorship cash and have robert mccall work at home depot seriously kicks some baddudeass his character is a little ocd i can relate and quite inventive oh the things one can do with a corkscrew in under seconds i loved denzel in tony scotts man on fire he was almost born to play these kinds of characters i know right the equalizer is a good action film that will keep your attention but no gnarly s tunes to bring you back to the days when a middle aged edward woodward was playing the dedushka hmm the russians were our enemies then too,0.3083,1
It's no Equalizer but worth watching for Csokas performance alone,amesmonde,4 November 2014,None,helpful gentleman robert mccall is a retired black ops government operative who after befriending a young woman goes head to head with the russian mafia antoine fuquas the equalizer is stylishly violent with both denzel washington as robert mccall and marton csokas putting in tense and excellent performances harry gregsonwilliams score complements the dreary mood but lacks stewart copelands signature theme busy equalizing mirroring the recent sherlock holmes in terms of fighting logic this offering is more reminiscent of the get cater than the equalizer tv series writer richard wenk and fuquas drop nods to woodwards mccall a silhouette his ingenuity and stone cold shootings but its comparable to ridley scotts robin hood being an almost the equalizer prequel in terms of howwhy he becomes the equalizer overall put against fuquas own training day written by david ayer or in terms of being a film based on the equalizer it falls short that said as an atmospheric revenge action its wonderfully filmed highly entertaining and worth watching for csokas performance alone,-0.0554,0
superficial,rezased,23 June 2016,None,the virtue of helping the unprotected and tendency of eradicating roots of evil shown in the film is respectful but the role played by denzel was very clichéd another minus point is that the idea is that devil is from russiato cast the blame on a source out of the society confession of the ex kgb agent regarding that he has no emotions irritates the audience to induce and generalize this notion to russians finally i was expecting a much more sophisticated movie when i saw denzel washington was the actor it is just good for entertainment as superficial as bollywood films,0.1254,1
"A film that's taken a lot from ""Taken""",rogerdarlington,6 May 2015,None,a former secret agent with a special set of skills who has tried to leave all this behind him but is pulled back into the field when a young woman is badly treated by foreign thugs sound familiar this is very much the ground trodden by the taken franchise although the title of this film and the name of its lead character are borrowed from a television series of the late on the small screen edward woodward played a british former spy in this big screen version the role is filled by the charismatic denzel washingtion as excia it starts slow and remains pedestrian for halfanhour so then the action starts and rackets up and up to a major shootout in the hardware depot where robert mccall was previously a nondescript worker and now find original use for some of the tools on sale,0.3919,1
